"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Lote","inscricao_lote","01.01.0002.0338","text",141,"{""id"":141,""geom"":{""type"":""Polygon"",""coordinates"":[[[721634.661952953,7703606.199266887],[721654.1427513424,7703612.166976253],[721657.1609032057,7703612.921514219],[721670.3653176066,7703570.393010688],[721671.8743935382,7703570.735982491],[721675.3732558752,7703560.426834534],[721650.7262362284,7703553.700027862],[721634.661952953,7703606.199266887]]]},""inscricao_lote"":""01.01.0002.0338""}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",13,"{""id"":13,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721213.0302458784,7703258.69261346],[721229.1685896004,7703283.816818421],[721245.2196699813,7703307.756250271],[721275.7441604488,7703352.822745185]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Lote","inscricao_lote","01.01.0003.0255","text",59,"{""id"":59,""geom"":{""type"":""Polygon"",""coordinates"":[[[721323.7065681011,7703510.947423034],[721335.7791755537,7703528.096013166],[721339.3460823011,7703525.763804907],[721368.4851507327,7703506.036913447],[721356.6328083641,7703488.868975107],[721323.7065681011,7703510.947423034]]]},""inscricao_lote"":""01.01.0003.0255""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",102,"{""id"":102,""geom"":{""type"":""Point"",""coordinates"":[721177.205394785,7703527.800953896]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":550,""unidade"":1,""inscricao"":""01.01.0005.0550.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",87,"{""id"":87,""geom"":{""type"":""Point"",""coordinates"":[721621.8246200938,7703632.218925428]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":42,""unidade"":1,""inscricao"":""01.01.0004.0042.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",25,"{""id"":25,""geom"":{""type"":""Point"",""coordinates"":[721287.3452242395,7703554.24970794]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":110,""unidade"":2,""inscricao"":""01.01.0003.0110.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",7,"{""id"":7,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721065.2966621242,7703371.823383071]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",53,"{""id"":53,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721542.3704401057,7703783.389546678],[721562.6743708437,7703792.169624836],[721578.4510737816,7703803.830666138]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",44,"{""id"":44,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721693.9639770341,7703872.699404183],[721686.1442199256,7703874.620046278],[721682.988879338,7703874.208480115],[721673.6600462962,7703866.114345564]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",2,"{""id"":2,""geom"":{""type"":""Point"",""coordinates"":[721230.8220688454,7703645.984622742]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":496,""unidade"":2,""inscricao"":""01.01.0004.0496.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",81,"{""id"":81,""geom"":{""type"":""Point"",""coordinates"":[721561.9944044813,7703619.87300792]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":103,""unidade"":1,""inscricao"":""01.01.0004.0103.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",30,"{""id"":30,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721656.7172392278,7703752.2477069665],[721632.5257425898,7703757.190959798]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0199.005","text",121,"{""id"":121,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721541.5513782069,7703511.657158038],[721518.5838861669,7703504.121891621],[721515.3813534178,7703513.88321144],[721523.10570213,7703516.417446582],[721523.8415793407,7703514.1744928425],[721538.6694719673,7703519.039287009],[721541.5513782069,7703511.657158038]]]]},""inscricao"":""01.01.0002.0199.005""}"
"CAD_Geocodificacao","inscricao","01.01.0001.0110.001","text",57,"{""id"":57,""geom"":{""type"":""Point"",""coordinates"":[721407.9553414274,7703548.456623572]},""distrito"":1,""setor"":1,""quadra"":1,""lote"":110,""unidade"":1,""inscricao"":""01.01.0001.0110.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",59,"{""id"":59,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721498.9262557894,7703693.307510972],[721472.609975374,7703686.397120791],[721427.3376973771,7703678.714552403],[721380.4191547257,7703678.851741125],[721339.262538365,7703682.418647876],[721287.6795791929,7703688.59214033],[721241.035413984,7703695.1771989465],[721204.5432141441,7703700.527559074],[721147.0611399602,7703702.448201171],[721108.23673186,7703698.88129442],[721065.7082282872,7703688.454951608]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Lote","inscricao_lote","01.01.0002.0049","text",78,"{""id"":78,""geom"":{""type"":""Polygon"",""coordinates"":[[[721372.6060520989,7703477.767548405],[721382.4747864782,7703491.646684802],[721384.6015978035,7703494.830456907],[721434.3302339808,7703458.852542099],[721429.9763811422,7703451.176012094],[721413.788112058,7703447.197539184],[721400.4808061162,7703458.395568534],[721385.1499665387,7703470.022312643],[721372.6060520989,7703477.767548405]]]},""inscricao_lote"":""01.01.0002.0049""}"
"CAD_Lote","inscricao_lote","01.01.0002.0028","text",76,"{""id"":76,""geom"":{""type"":""Polygon"",""coordinates"":[[[721369.5715838048,7703458.210391211],[721372.5286042017,7703462.151109776],[721365.257601986,7703467.432875537],[721372.6060520989,7703477.767548405],[721385.1499665387,7703470.022312643],[721400.4808061162,7703458.395568534],[721413.788112058,7703447.197539184],[721406.2465711868,7703431.529337891],[721369.5715838048,7703458.210391211]]]},""inscricao_lote"":""01.01.0002.0028""}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",20,"{""id"":20,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721591.2782192144,7703214.879486014],[721572.6891474915,7703231.7536987215],[721557.8727656016,7703244.10068363],[721546.0059412175,7703253.772488475],[721534.8936548001,7703261.180679419],[721520.0086785497,7703269.20621961],[721501.4882011873,7703278.878024455],[721473.1587302592,7703293.351434542],[721443.6631552004,7703308.785165678],[721415.676656075,7703324.0131137315],[721393.3834888797,7703342.602185456],[721369.7184344722,7703366.404428584],[721354.4218920581,7703381.015027392],[721340.6344255772,7703394.459522071]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","tipo",NULL,"text",45,"{""id"":45,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721687.2417296952,7703864.330892189],[721679.6963500291,7703866.525911728],[721673.6600462962,7703866.114345564]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","tipo",NULL,"text",78,"{""id"":78,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721329.4142635848,7703433.620054215],[721336.1757921381,7703443.092923736],[721347.1508898343,7703458.115088709],[721386.2496753768,7703515.322785451],[721395.3118591523,7703529.382153003]]]},""tipo"":null,""nome_logradouro"":""Rua Vila Gianetti"",""codigo"":1,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",19,"{""id"":19,""geom"":{""type"":""Point"",""coordinates"":[721245.2111261307,7703566.017850355]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":52,""unidade"":3,""inscricao"":""01.01.0003.0052.003"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0004.0165.002","text",73,"{""id"":73,""geom"":{""type"":""Point"",""coordinates"":[721492.09751767,7703613.984954957]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":165,""unidade"":2,""inscricao"":""01.01.0004.0165.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0005.0550.001","text",102,"{""id"":102,""geom"":{""type"":""Point"",""coordinates"":[721177.205394785,7703527.800953896]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":550,""unidade"":1,""inscricao"":""01.01.0005.0550.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0002.0049.001","text",54,"{""id"":54,""geom"":{""type"":""Point"",""coordinates"":[721390.2911825319,7703480.459108684]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":49,""unidade"":1,""inscricao"":""01.01.0002.0049.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",33,"{""id"":33,""geom"":{""type"":""Point"",""coordinates"":[721344.9911621395,7703518.826421552]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":255,""unidade"":2,""inscricao"":""01.01.0003.0255.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",94,"{""id"":94,""geom"":{""type"":""Point"",""coordinates"":[721210.0407869245,7703455.007524897]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":1,""inscricao"":""01.01.0005.0058.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0222.001","text",62,"{""id"":62,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721455.9030283518,7703573.441319172],[721450.4776365315,7703590.239939772],[721453.8412958761,7703591.326289081],[721451.9449717195,7703597.197870546],[721443.0851443718,7703594.3364430545],[721446.0300268849,7703585.2182142325],[721440.6002875643,7703583.46459029],[721439.7526061193,7703586.089263209],[721437.0297267092,7703585.209864357],[721439.5764264205,7703577.324527473],[721444.8920268161,7703579.041288367],[721447.5757187323,7703570.731783026],[721455.9030283518,7703573.441319172]]]]},""inscricao"":""01.01.0004.0222.001""}"
"CAD_Secao_Logradouro","codigo","2","integer",72,"{""id"":72,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721395.3118591523,7703529.382153003],[721395.0426894198,7703529.57986584],[721394.74227016,7703529.808664478],[721394.4458671791,7703530.042642728],[721394.1535697695,7703530.281730104],[721393.8654659868,7703530.525854578],[721393.581642623,7703530.774942609],[721393.302185181,7703531.028919157],[721393.027177848,7703531.287707711],[721392.7567034712,7703531.5512303095],[721392.4908435317,7703531.819407566],[721392.2296781205,7703532.092158692],[721391.9732859147,7703532.36940152],[721391.7217441533,7703532.651052529],[721391.475128614,7703532.937026871],[721391.2335135905,7703533.227238396],[721390.9969718702,7703533.521599676],[721390.765574712,7703533.820022034],[721390.539391825,7703534.12241557],[721390.3184913475,7703534.4286891855],[721390.1029398266,7703534.738750616],[721389.8928021978,7703535.052506453],[721389.6881417658,7703535.369862178],[721389.4890201851,7703535.690722187],[721389.2954974418,7703536.0149898175],[721389.1076318353,7703536.342567385],[721388.9254799605,7703536.673356204],[721388.7490966915,7703537.007256625],[721388.5785351642,7703537.3441680595],[721388.4138467609,7703537.68398901],[721388.2550810943,7703538.026617105],[721388.1022859934,7703538.371949128],[721387.9555074879,7703538.719881045],[721387.8147897954,7703539.070308041],[721387.6801753077,7703539.423124549],[721387.5517045775,7703539.778224282],[721387.4294163075,7703540.135500264],[721387.3133473371,7703540.494844866],[721387.2035326324,7703540.856149834],[721387.1000052757,7703541.219306322],[721387.0027964547,7703541.584204929],[721386.9119354541,7703541.950735729],[721386.8274496458,7703542.318788303],[721386.7493644818,7703542.688251773],[721386.6777034851,7703543.059014838],[721386.6124882441,7703543.430965804],[721386.5537384049,7703543.803992619],[721386.5014716662,7703544.177982909],[721386.4557037735,7703544.552824006],[721386.4164485144,7703544.928402991],[721386.3837177149,7703545.304606717],[721386.3575212352,7703545.681321852],[721386.337866967,7703546.05843491],[721386.3247608311,7703546.435832283],[721386.318206776,7703546.813400282],[721386.318206776,7703547.19102516],[721386.3247608311,7703547.568593158],[721386.337866967,7703547.945990532],[721386.3575212352,7703548.32310359],[721386.3837177149,7703548.699818725],[721386.4164485144,7703549.076022451],[721386.4557037735,7703549.451601435],[721386.5014716662,7703549.826442533],[721386.5537384049,7703550.200432823],[721386.6124882441,7703550.573459638],[721386.6777034851,7703550.945410604],[721386.7493644818,7703551.316173669],[721386.8274496458,7703551.685637139],[721386.9119354541,7703552.053689713],[721387.0027964547,7703552.420220513],[721387.1000052757,7703552.78511912],[721387.2035326324,7703553.148275608],[721387.3133473371,7703553.509580576],[721387.4294163075,7703553.8689251775],[721387.5517045775,7703554.22620116],[721387.6801753077,7703554.581300893],[721387.8147897954,7703554.934117401],[721387.8158541458,7703554.936767936]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":2,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","inscricao","01.01.0003.0052.001","text",18,"{""id"":18,""geom"":{""type"":""Point"",""coordinates"":[721243.9706901578,7703583.549345438]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":52,""unidade"":1,""inscricao"":""01.01.0003.0052.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0002.0069.001","text",125,"{""id"":125,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721388.6758931326,7703499.811719235],[721395.8494667618,7703494.687738071],[721392.674472074,7703490.242745508],[721403.4633443378,7703482.536408177],[721406.4937433726,7703486.778966825],[721399.7193352071,7703491.617829801],[721400.9351606263,7703493.319985388],[721401.733491555,7703492.74974901],[721406.3972104988,7703499.278955534],[721394.2226638378,7703507.975060289],[721388.6758931326,7703499.811719235]]]]},""inscricao"":""01.01.0002.0069.001""}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",12,"{""id"":12,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721208.3159039777,7703262.415377913],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao",".001","text",157,"{""id"":157,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721210.1322100266,7703325.64814086],[721227.802953411,7703313.636006312],[721228.5155134916,7703314.684235191],[721239.2944249029,7703307.356920368],[721215.3175224322,7703272.740191446],[721212.6140560074,7703292.3914047135],[721208.9409239555,7703309.764326581],[721208.0474594025,7703322.173556486],[721210.1322100266,7703325.64814086]]]]},""inscricao"":"".001""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",64,"{""id"":64,""geom"":{""type"":""Point"",""coordinates"":[721499.1251937895,7703554.3446765365]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":1,""inscricao"":""01.01.0002.0199.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0002.0259.001","text",80,"{""id"":80,""geom"":{""type"":""Point"",""coordinates"":[721576.4296311053,7703575.047830508]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":259,""unidade"":1,""inscricao"":""01.01.0002.0259.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0002.0199.006","text",68,"{""id"":68,""geom"":{""type"":""Point"",""coordinates"":[721508.2421790257,7703505.340880892]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":6,""inscricao"":""01.01.0002.0199.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",63,"{""id"":63,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721760.8434786212,7703469.501752567],[721752.0634004642,7703470.050507451],[721719.1381073757,7703462.916693949],[721683.1946624205,7703453.039106023],[721647.1140287443,7703434.930194823],[721627.3588528911,7703426.287305388],[721603.4880154019,7703419.565058049],[721583.1840846639,7703415.586585134],[721570.9742884769,7703411.74530094],[721565.2123621864,7703408.5899603525],[721562.1942103199,7703404.4742987165],[721563.2917200895,7703397.477673935],[721598.0004665537,7703370.863062021],[721614.3259243767,7703359.20202072],[721636.2761197692,7703340.681543357],[721649.720614447,7703334.782428346],[721663.0279204036,7703334.233673461],[721677.2955474088,7703338.486523817],[721694.9928924438,7703350.696320005],[721727.7809968113,7703381.426593554],[721746.7130403373,7703406.394940813]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",64,"{""id"":64,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721118.5258859505,7703483.563596491],[721064.1540821648,7703403.923072007]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0004.0412.002","text",48,"{""id"":48,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721291.6462787102,7703630.602560229],[721288.3409202474,7703620.999624063],[721288.1889452928,7703620.558096827],[721285.6405150101,7703621.435273917],[721286.0610113174,7703622.656926347],[721285.5692849653,7703622.826179983],[721288.5748558973,7703631.558154457],[721291.6462787102,7703630.602560229]]]]},""inscricao"":""01.01.0004.0412.002""}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",11,"{""id"":11,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721208.3159039777,7703262.415377913],[721213.0302458784,7703258.69261346]],[[721213.0302458784,7703258.69261346],[721217.6104398401,7703255.075781328]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","tipo",NULL,"text",15,"{""id"":15,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721118.5258859505,7703483.563596491],[721111.8036386117,7703487.679258128]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0004.0062.001","text",84,"{""id"":84,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721608.8990776922,7703620.210206063],[721602.8708645582,7703638.53597399],[721605.9256363715,7703639.54083314],[721604.5795457647,7703643.632948583],[721587.5993912854,7703639.018231041],[721591.5288767947,7703624.559432563],[721597.1066842715,7703626.075320186],[721599.504172161,7703617.25360697],[721608.8990776922,7703620.210206063]]]]},""inscricao"":""01.01.0004.0062.001""}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",9,"{""id"":9,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721200.1531750662,7703253.703894117]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",8,"{""id"":8,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721180.59720598,7703277.664649542],[721208.3159039777,7703262.415377913]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Lote","inscricao_lote","01.01.0003.0090","text",43,"{""id"":43,""geom"":{""type"":""Polygon"",""coordinates"":[[[721264.4410406062,7703553.338737836],[721275.4510945572,7703583.610318932],[721291.0394100423,7703578.261835319],[721280.0805548062,7703548.39994388],[721264.4410406062,7703553.338737836]]]},""inscricao_lote"":""01.01.0003.0090""}"
"CAD_Edificacao","inscricao","01.01.0002.0028.002","text",128,"{""id"":128,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721378.9230892287,7703462.1777257575],[721379.7390671615,7703463.009478045],[721395.7439730318,7703451.797001616],[721399.0465592018,7703456.511177037],[721408.1832335123,7703449.593923207],[721402.648332159,7703442.283133079],[721393.5161617919,7703449.196977033],[721389.6819458298,7703444.132542021],[721377.1300249735,7703453.635433297],[721379.153178436,7703456.307721278],[721376.1820050132,7703458.557156907],[721378.9230892287,7703462.1777257575]]]]},""inscricao"":""01.01.0002.0028.002""}"
"CAD_Edificacao","inscricao","01.01.0004.0496.002","text",42,"{""id"":42,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721221.3300627118,7703652.506332214],[721220.223174808,7703649.315890609],[721223.6247311363,7703648.135758822],[721224.7468438923,7703651.370083825],[721221.3300627118,7703652.506332214]]]]},""inscricao"":""01.01.0004.0496.002""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",44,"{""id"":44,""geom"":{""type"":""Point"",""coordinates"":[721233.023187207,7703421.008767457]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":108,""unidade"":1,""inscricao"":""01.01.0005.0108.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",21,"{""id"":21,""geom"":{""type"":""Point"",""coordinates"":[721263.6980437833,7703578.181794187]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":74,""unidade"":1,""inscricao"":""01.01.0003.0074.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
